Mod:Item:MetaData, Localized Name
netherlicious:NetherCrystal:7, 萌芽的绿色地狱水晶
netherlicious:NetherCrystal:8, 萌芽的黄色地狱水晶
netherlicious:NetherCrystal:9, 萌芽的品红色地狱水晶
netherlicious:CrystalClusterWhite:0, 小型白色水晶簇
netherlicious:CrystalClusterWhite:1, 白色水晶簇
netherlicious:CrystalClusterBlue:0, 小型蓝色水晶簇
netherlicious:CrystalClusterBlue:1, 蓝色水晶簇
netherlicious:CrystalClusterGreen:0, 小型绿色水晶簇
netherlicious:CrystalClusterGreen:1, 绿色水晶簇
netherlicious:CrystalClusterYellow:0, 小型黄色水晶簇
netherlicious:CrystalClusterYellow:1, 黄色水晶簇
netherlicious:CrystalClusterMagenta:0, 小型品红色水晶簇
netherlicious:CrystalClusterMagenta:1, 品红色水晶簇
netherlicious:CrystalLamp:0, 白色水晶灯
netherlicious:CrystalLamp:1, 蓝色水晶灯
netherlicious:CrystalLamp:2, 绿色水晶灯
netherlicious:CrystalLamp:3, 黄色水晶灯
netherlicious:CrystalLamp:4, 品红色水晶灯
netherlicious:CrystalLamp:5, 白色红石水晶灯
netherlicious:CrystalLamp:6, 蓝色红石水晶灯
netherlicious:CrystalLamp:7, 绿色红石水晶灯
netherlicious:CrystalLamp:8, 黄色红石水晶灯
netherlicious:CrystalLamp:9, 品红色红石水晶灯
netherlicious:TintedGlass:0, 白色遮光玻璃
netherlicious:TintedGlass:1, 蓝色遮光玻璃
netherlicious:TintedGlass:2, 绿色遮光玻璃
netherlicious:TintedGlass:3, 黄色遮光玻璃
netherlicious:TintedGlass:4, 品红色遮光玻璃
netherlicious:Stem:0, 绯红菌柄
netherlicious:Stem:1, 去皮绯红菌柄
netherlicious:Stem:2, 诡异菌柄
netherlicious:Stem:3, 去皮诡异菌柄
netherlicious:Stem2:0, 狐火菌柄
netherlicious:Stem2:1, 去皮狐火菌柄
netherlicious:Stem2:2, tile.Stem2_fragrant.name
netherlicious:Stem2:3, tile.Stem2_fragrant_stripped.name
netherlicious:FullWood:0, 绯红菌核
netherlicious:FullWood:1, 去皮绯红菌核
netherlicious:FullWood:2, 诡异菌核
netherlicious:FullWood:3, 去皮诡异菌核
netherlicious:FullWood:4, 狐火菌核
netherlicious:FullWood:5, 去皮狐火菌核
netherlicious:FullWood:6, tile.FullWood_fragrant.name
netherlicious:FullWood:7, tile.FullWood_stripped_fragrant.name
netherlicious:Planks:0, 绯红木板
netherlicious:Planks:1, 诡异木板
netherlicious:Planks:2, 狐火木板
netherlicious:BlackstoneSingleSlab:0, 黑石台阶
netherlicious:BlackstoneSingleSlab:1, 磨制黑石台阶
netherlicious:BlackstoneSingleSlab:2, 磨制黑石砖台阶
netherlicious:BlackstoneDoubleSlab:0, 黑石双台阶
netherlicious:BlackstoneDoubleSlab:1, 磨制黑石双台阶
netherlicious:BlackstoneDoubleSlab:2, 磨制黑石砖双台阶
netherlicious:PlankSingleSlab:0, 绯红木台阶
netherlicious:PlankSingleSlab:1, 诡异木台阶
netherlicious:PlankSingleSlab:2, 狐火木台阶
netherlicious:PlankDoubleSlab:0, 绯红木双台阶
netherlicious:PlankDoubleSlab:1, 诡异木双台阶
netherlicious:PlankDoubleSlab:2, 狐火木双台阶
netherlicious:BrickSingleSlab:0, 绯红地狱砖台阶
netherlicious:BrickSingleSlab:1, 诡异地狱砖台阶
netherlicious:BrickSingleSlab:2, 狐火地狱砖台阶
netherlicious:BrickSingleSlab:3, 黑色地狱砖台阶
netherlicious:BrickDoubleSlab:0, 绯红地狱砖双台阶
netherlicious:BrickDoubleSlab:1, 诡异地狱砖双台阶
netherlicious:BrickDoubleSlab:2, 狐火地狱砖双台阶
netherlicious:BrickDoubleSlab:3, 黑色地狱砖双台阶
netherlicious:BrickSingleSlab2:0, 平滑地狱砖台阶
netherlicious:BrickSingleSlab2:1, 平滑绯红地狱砖台阶
netherlicious:BrickSingleSlab2:2, 平滑诡异地狱砖台阶
netherlicious:BrickSingleSlab2:3, 平滑狐火地狱砖台阶
netherlicious:BrickSingleSlab2:4, 平滑黑色地狱砖台阶
netherlicious:BrickDoubleSlab2:0, 平滑地狱砖双台阶
netherlicious:BrickDoubleSlab2:1, 平滑绯红地狱砖双台阶
netherlicious:BrickDoubleSlab2:2, 平滑诡异地狱砖双台阶
netherlicious:BrickDoubleSlab2:3, 平滑狐火地狱砖双台阶
netherlicious:BrickDoubleSlab2:4, 平滑黑色地狱砖双台阶
netherlicious:SoulSandstoneSingleSlab:0, 灵魂砂岩台阶
netherlicious:SoulSandstoneSingleSlab:1, 平滑灵魂砂岩台阶
netherlicious:SoulSandstoneDoubleSlab:0, 灵魂砂岩双台阶
netherlicious:SoulSandstoneDoubleSlab:1, 平滑灵魂砂岩双台阶
netherlicious:BasaltSingleSlab:0, 玄武岩台阶
netherlicious:BasaltSingleSlab:1, 磨制玄武岩台阶
netherlicious:BasaltSingleSlab:2, 玄武岩砖台阶
netherlicious:BasaltSingleSlab:3, 磨制玄武岩砖台阶
netherlicious:BasaltSingleSlab:4, 平滑玄武岩台阶
netherlicious:BasaltSingleSlab:5, 平滑磨制玄武岩台阶
netherlicious:BasaltDoubleSlab:0, 玄武岩双台阶
netherlicious:BasaltDoubleSlab:1, 磨制玄武岩双台阶
netherlicious:BasaltDoubleSlab:2, 玄武岩砖双台阶
netherlicious:BasaltDoubleSlab:3, 磨制玄武岩砖双台阶
netherlicious:BasaltDoubleSlab:4, 平滑玄武岩砖双台阶
netherlicious:BasaltDoubleSlab:5, 磨制平滑玄武岩砖双台阶
netherlicious:QuartzSingleSlab:0, 石英砖台阶
netherlicious:QuartzSingleSlab:1, 平滑石英台阶
netherlicious:QuartzSingleSlab:2, 虚空石英台阶
netherlicious:QuartzSingleSlab:3, 虚空石英砖台阶
netherlicious:QuartzSingleSlab:4, 平滑虚空石英台阶
netherlicious:QuartzDoubleSlab:0, 石英砖双台阶
netherlicious:QuartzDoubleSlab:1, 平滑石英双台阶
netherlicious:QuartzDoubleSlab:2, 虚空石英双台阶
netherlicious:QuartzDoubleSlab:3, 虚空石英砖双台阶
netherlicious:QuartzDoubleSlab:4, 平滑虚空石英双台阶
netherlicious:CrimsonStairs, 绯红木楼梯
netherlicious:WarpedStairs, 诡异木楼梯
netherlicious:FoxfireStairs, 狐火木楼梯
netherlicious:RedWartbrickStairs, 绯红地狱砖楼梯
netherlicious:WarpedWartbrickStairs, 诡异地狱砖楼梯
netherlicious:FoxfireWartbrickStairs, 狐火地狱砖楼梯
netherlicious:BlackNetherbrickStairs, 黑色地狱砖楼梯
netherlicious:SmoothNetherbrickStairs, 平滑地狱砖楼梯
netherlicious:SmoothRedNetherbrickStairs, 平滑绯红地狱砖楼梯
netherlicious:SmoothWarpedNetherbrickStairs, 平滑诡异地狱砖楼梯
netherlicious:SmoothFoxfireNetherbrickStairs, 平滑狐火地狱砖楼梯
netherlicious:SmoothBlackNetherbrickStairs, 平滑黑色地狱砖楼梯
netherlicious:BlackstoneStairs, 黑石楼梯
netherlicious:PolishedBlackstoneStairs, 磨制黑石楼梯
netherlicious:BlackstoneBrickStairs, 磨制黑石砖楼梯
netherlicious:SoulSandstoneStairs, 灵魂砂岩楼梯
netherlicious:SmoothSoulSandstoneStairs, 平滑灵魂砂岩楼梯
netherlicious:BasaltStairs, 玄武岩楼梯
netherlicious:PolishedBasaltStairs, 磨制玄武岩楼梯
netherlicious:BasaltBrickStairs, 玄武岩砖楼梯
netherlicious:PolishedBasaltBrickStairs, 磨制玄武岩砖楼梯
netherlicious:SmoothBasaltStairs, 平滑玄武岩砖楼梯
netherlicious:PolishedSmoothBasaltStairs, 磨制平滑玄武岩砖楼梯
netherlicious:QuartzBrickStairs, 石英砖楼梯
netherlicious:QuartzSmoothStairs, 平滑石英楼梯
netherlicious:QuartzVoidStairs, 虚空石英楼梯
netherlicious:QuartzVoidBrickStairs, 虚空石英砖楼梯
netherlicious:QuartzVoidSmoothStairs, 平滑虚空石英楼梯
netherlicious:Wall:0, 黑石墙
netherlicious:Wall:1, 磨制黑石墙
netherlicious:Wall:2, 磨制黑石砖墙
netherlicious:NetherbrickWall:0, 地狱砖墙
netherlicious:NetherbrickWall:1, 绯红地狱砖墙
netherlicious:NetherbrickWall:2, 诡异地狱砖墙
netherlicious:NetherbrickWall:3, 狐火地狱砖墙
netherlicious:NetherbrickWall:4, 侵蚀地狱砖墙
netherlicious:NetherbrickWall:5, 平滑地狱砖墙
netherlicious:NetherbrickWall:6, 侵蚀绯红地狱砖墙
netherlicious:NetherbrickWall:7, 平滑绯红地狱砖墙
netherlicious:NetherbrickWall:8, 侵蚀诡异地狱砖墙
netherlicious:NetherbrickWall:9, 平滑诡异地狱砖墙
netherlicious:NetherbrickWall:10, 侵蚀狐火地狱砖墙
netherlicious:NetherbrickWall:11, 平滑狐火地狱砖墙
netherlicious:NetherbrickWall:12, 黑色地狱砖墙
netherlicious:NetherbrickWall:13, 侵蚀黑色地狱砖墙
netherlicious:NetherbrickWall:14, 平滑黑色地狱砖墙
netherlicious:SoulSandstoneWall:0, 灵魂砂岩墙
netherlicious:SoulSandstoneWall:1, 平滑灵魂砂岩墙
netherlicious:BasaltWall:0, 玄武岩墙
netherlicious:BasaltWall:1, 磨制玄武岩墙
netherlicious:BasaltWall:2, 玄武岩砖墙
netherlicious:BasaltWall:3, 磨制玄武岩砖墙
netherlicious:BasaltWall:4, 平滑玄武岩砖墙
netherlicious:BasaltWall:5, 磨制平滑玄武岩砖墙
netherlicious:QuartzWall:0, 錾制石英墙
netherlicious:QuartzWall:1, 石英砖墙
netherlicious:QuartzWall:2, 平滑石英墙
netherlicious:QuartzWall:3, 錾制虚空石英墙
netherlicious:QuartzWall:4, 虚空石英砖墙
netherlicious:QuartzWall:5, 平滑虚空石英墙
netherlicious:CrimsonFence, 绯红木栅栏
netherlicious:WarpedFence, 诡异木栅栏
netherlicious:FoxfireFence, 狐火木栅栏
netherlicious:RedNetherbrickFence, 绯红地狱砖栅栏
netherlicious:WarpedNetherbrickFence, 诡异地狱砖栅栏
netherlicious:FoxfireNetherbrickFence, 狐火地狱砖栅栏
netherlicious:BlackNetherbrickFence, 黑色地狱砖栅栏
netherlicious:crimsonFenceGate, 绯红木栅栏门
netherlicious:warpedFenceGate, 诡异木栅栏门
netherlicious:foxfireFenceGate, 狐火木栅栏门
netherlicious:CryingObsidian, 哭泣的黑曜石
netherlicious:RespawnAnchor, 重生锚
netherlicious:NetherBeacon, 下界信标
netherlicious:SoulTorch, 灵魂火把
netherlicious:FoxfireTorch, 狐火火把
netherlicious:ShadowTorch, 暗影火把
netherlicious:BoneTorch, 骨头火把
netherlicious:SoulBoneTorch, 灵魂骨头火把
netherlicious:FoxfireBoneTorch, 狐火骨头火把
netherlicious:ShadowBoneTorch, 暗影骨头火把
netherlicious:Chain, 锁链
netherlicious:ChainPowered, 锁链
netherlicious:ChainGold, 金制锁链
netherlicious:ChainPoweredGold, 金制锁链
netherlicious:ChainEfrine:0, 绿晶制锁链
netherlicious:ChainPoweredEfrine:0, 绿晶制锁链
netherlicious:EmptyLantern, 空灯笼
netherlicious:EmptyLanternGold, 金制空灯笼
netherlicious:EmptyLanternEfrine:0, 绿晶制空灯笼
netherlicious:Lantern, 灯笼
netherlicious:LanternGold, 金制灯笼
netherlicious:LanternEfrine:0, 绿晶制灯笼
netherlicious:SoulLantern, 灵魂灯笼
netherlicious:SoulLanternGold, 金制灵魂灯笼
netherlicious:SoulLanternEfrine:0, 绿晶制灵魂灯笼
netherlicious:FoxfireLantern, 狐火灯笼
netherlicious:FoxfireLanternGold, 金制狐火灯笼
netherlicious:FoxfireLanternEfrine:0, 绿晶制狐火灯笼
netherlicious:GlowstoneLantern, 荧石灯笼
netherlicious:GlowstoneLanternGold, 金制荧石灯笼
netherlicious:GlowstoneLanternEfrine:0, 绿晶制荧石灯笼
netherlicious:RedstoneLantern, 红石灯笼
netherlicious:RedstoneLanternOn, 红石灯笼
netherlicious:RedstoneLanternGold, 金制红石灯笼
netherlicious:RedstoneLanternGoldOn, 金制红石灯笼
netherlicious:RedstoneLanternEfrine:0, 绿晶制红石灯笼
netherlicious:RedstoneLanternEfrineOn:0, 绿晶制红石灯笼
netherlicious:ShadowLantern, 暗影灯笼
netherlicious:ShadowLanternGold, 金制暗影灯笼
netherlicious:ShadowLanternEfrine:0, 绿晶制暗影灯笼
netherlicious:SoulFire:0, 灵魂火
netherlicious:FoxFire:0, 狐火
netherlicious:ShadowFire, 暗影火
netherlicious:pressurePlateCrimson, 绯红木压力板
netherlicious:pressurePlateWarped, 诡异木压力板
netherlicious:pressurePlateFoxfire, 狐火木压力板
netherlicious:pressurePlateBlackstone, 黑石压力板
netherlicious:crimson_trapdoor, 绯红木活板门
netherlicious:warped_trapdoor, 诡异木活板门
netherlicious:foxfire_trapdoor, 狐火木活板门
netherlicious:crimsonButton, 绯红木按钮
netherlicious:warpedButton, 诡异木按钮
netherlicious:foxfireButton, 狐火木按钮
netherlicious:blackstoneButton, 磨制黑石按钮
netherlicious:doorcrimson, 绯红木门
netherlicious:doorwarped, 诡异木门
netherlicious:doorfoxfire, 狐火木门
netherlicious:BlackstoneVent:0, 大型黑石通风口基座
netherlicious:BlackstoneVent:1, 中型黑石通风口基座
netherlicious:BlackstoneVent:2, 小型黑石通风口基座
netherlicious:BlackstoneVent:3, 黑石通风口
netherlicious:BlackstoneVent:4, 黑石烟雾通风口
netherlicious:BlackstoneVent:5, 黑石岩浆通风口
netherlicious:BlackstoneVent:6, 黑石火焰通风口
netherlicious:BlackstoneVent:7, 黑石灵魂通风口
netherlicious:BlackstoneVent:8, 黑石狐火通风口
netherlicious:BlackstoneVent:9, 黑石暗影通风口
netherlicious:BasaltVent:0, 大型玄武岩通风口基座
netherlicious:BasaltVent:1, 中型玄武岩通风口基座
netherlicious:BasaltVent:2, 小型玄武岩通风口基座
netherlicious:BasaltVent:3, 玄武岩通风口
netherlicious:BasaltVent:4, 玄武岩烟雾通风口
netherlicious:BasaltVent:5, 玄武岩岩浆通风口
netherlicious:BasaltVent:6, 玄武岩火焰通风口
netherlicious:BasaltVent:7, 玄武岩灵魂通风口
netherlicious:BasaltVent:8, 玄武岩狐火通风口
netherlicious:BasaltVent:9, 玄武岩暗影通风口
netherlicious:NetherrackVent:0, 大型地狱砖通风口基座
netherlicious:NetherrackVent:1, 中型地狱砖通风口基座
netherlicious:NetherrackVent:2, 小型地狱砖通风口基座
netherlicious:NetherrackVent:3, 地狱砖通风口
netherlicious:NetherrackVent:4, 地狱砖烟雾通风口
netherlicious:NetherrackVent:5, 地狱砖岩浆通风口
netherlicious:NetherrackVent:6, 地狱砖火焰通风口
netherlicious:NetherrackVent:7, 地狱砖灵魂通风口
netherlicious:NetherrackVent:8, 地狱砖狐火通风口
netherlicious:NetherrackVent:9, 地狱砖暗影通风口
netherlicious:Mossblock:0, 绯红苔藓方块
netherlicious:Mossblock:1, 诡异苔藓方块
netherlicious:Mossblock:2, 狐火苔藓方块
netherlicious:CrimsonMoss, 绯红苔藓地毯
netherlicious:WarpedMoss, 诡异苔藓地毯
netherlicious:FoxfireMoss, 狐火苔藓地毯
netherlicious:Sprouts:0, 下界苗
netherlicious:Sprouts:1, 绯红苗
netherlicious:Sprouts:2, 沼泽苗
netherlicious:Roots:0, 绯红灌木丛
netherlicious:Roots:1, 诡异菌索
netherlicious:Roots:2, 绯红菌索
netherlicious:Roots:3, 绯红菌索
netherlicious:Roots:4, 绯红菌索
netherlicious:Roots:5, 绯红菌索
netherlicious:Roots:6, 诡异菌索
netherlicious:Roots:7, 诡异菌索
netherlicious:Roots:8, 诡异菌索
netherlicious:Roots:9, 诡异菌索
netherlicious:Roots:10, 湿透根
netherlicious:Roots:11, 湿透根
netherlicious:Roots:12, 湿透根
netherlicious:Roots:13, 湿透根
netherlicious:Roots:14, 诡异灌木丛
netherlicious:NetherGrass:0, 绯红草
netherlicious:NetherGrass:1, 绯红草
netherlicious:NetherGrass:2, 绯红草
netherlicious:NetherGrass:3, 绯红草
netherlicious:NetherGrass:4, 诡异草
netherlicious:NetherGrass:5, 诡异草
netherlicious:NetherGrass:6, 诡异草
netherlicious:NetherGrass:7, 诡异草
netherlicious:NetherGrass:8, 沼泽草
netherlicious:NetherGrass:9, 沼泽草
netherlicious:NetherGrass:10, 沼泽草
netherlicious:NetherGrass:11, 沼泽草
netherlicious:NetherGrass:12, 凋零草
netherlicious:NetherGrass:13, 凋零草
netherlicious:NetherGrass:14, 凋零草
netherlicious:NetherGrass:15, 凋零草
netherlicious:Plants:0, 棘手菌索
netherlicious:Plants:1, 尖刺杂草
netherlicious:Plants2:0, 绯红穗穗草
netherlicious:Plants2:1, 诡异穗穗草
netherlicious:Plants2:2, 狐火穗穗草
netherlicious:Plants2:3, 绯红蕨
netherlicious:Plants2:4, 扭曲蕨
netherlicious:Plants2:5, 狐火蕨
netherlicious:Fungus:0, 绯红菌
netherlicious:Fungus:1, 诡异菌
netherlicious:Fungus:2, 狐火菌
netherlicious:WeepingVines:0, 垂泪藤
netherlicious:TwistingVines:0, 缠怨藤
netherlicious:GroundCover:0, 绯红落红
netherlicious:GroundCover:1, 诡异落红
netherlicious:GroundCover:2, 狐火落红
netherlicious:WitherRose:0, 凋零玫瑰
netherlicious:WitherRose:1, 骨头玫瑰
netherlicious:WitherRose:2, 灵魂玫瑰
netherlicious:FoxfireLily:0, 狐火百合
netherlicious:GloomHibiscus:0, 阴郁槿
netherlicious:NetherFlowerShrub:0, 扭曲菊
netherlicious:NetherFlowerShrub:1, 火把花
netherlicious:NetherFlowerShrub:2, 扭曲虞美人
netherlicious:NetherFlowerShrub:3, 梦魇花
netherlicious:DoublePlants:0, 大型绯红穗穗草
netherlicious:DoublePlants:2, 大型诡异穗穗草
netherlicious:DoublePlants:4, 大型狐火穗穗草
netherlicious:DoublePlants:6, 大型绯红蕨
netherlicious:DoublePlants:8, 大型诡异蕨
netherlicious:DoublePlants:10, 大型狐火蕨
netherlicious:PotPlants:0, 盆栽绯红灌木丛
netherlicious:PotPlants:1, 盆栽诡异菌索
netherlicious:PotPlants:2, 盆栽棘手菌索
netherlicious:PotPlants:3, 盆栽尖刺杂草
netherlicious:PotPlants:4, 盆栽绯红菌索
netherlicious:PotPlants:5, 盆栽诡异灌木丛
netherlicious:PotPlants:6, 盆栽湿透根
netherlicious:GhastlyGourd:0, 可怕葫芦
netherlicious:CarvedGourd:0, 雕刻过的可怕葫芦
netherlicious:GourdLantern, 恐怖灯笼
netherlicious:GourdLanternSoul, 恐怖灵魂灯笼
netherlicious:GourdLanternFoxfire, 恐怖狐火灯笼
netherlicious:GourdLanternShadow, 恐怖暗影灯笼
netherlicious:GhastlyGourdStem, 可怕葫芦的茎
netherlicious:InfernalReed, 下界甘蔗
netherlicious:DevilishMaize, 恶魔玉米
netherlicious:HellderBerryBush, 下界浆果灌木丛
netherlicious:AbyssalOat, 深渊燕麦
netherlicious:CrimsonWartCrop, 绯红疣
netherlicious:WarpedWartCrop, 诡异疣
netherlicious:SoggyWartCrop, 湿透疣
netherlicious:netherlicious.crimsonSignStanding, 绯红木告示牌
netherlicious:netherlicious.crimsonSignWall, 绯红木告示牌
netherlicious:netherlicious.warpedSignStanding, 诡异木告示牌
netherlicious:netherlicious.warpedSignWall, 诡异木告示牌
netherlicious:netherlicious.foxfireSignStanding, 狐火木告示牌
netherlicious:netherlicious.foxfireSignWall, 狐火木告示牌
netherlicious:CrimsonBarrel, 绯红储物桶
netherlicious:WarpedBarrel, 诡异储物桶
netherlicious:FoxfireBarrel, 狐火储物桶
netherlicious:CrimsonChest, 绯红木箱子
netherlicious:WarpedChest, 诡异木箱子
netherlicious:FoxfireChest, 狐火木箱子
netherlicious:FurnaceBlackstone, 黑石熔炉
netherlicious:FurnaceBlackstoneLit, 黑石熔炉
netherlicious:NetherBookshelf:0, 绯红木书架
netherlicious:NetherBookshelf:1, 诡异木书架
netherlicious:NetherBookshelf:2, 狐火木书架
netherlicious:NetherCraftingTable:0, 绯红木工作台
netherlicious:NetherCraftingTable:1, 诡异木工作台
netherlicious:NetherCraftingTable:2, 狐火木工作台
netherlicious:spectralDew, 光谱露
nova_craft:grimstone, 阴沉石
nova_craft:cobbled_grimstone, 阴沉圆石
nova_craft:grimstone_bricks, 阴沉石砖
nova_craft:cracked_grimstone_bricks, 裂纹阴沉石砖
nova_craft:grimstone_tiles, 阴沉石瓦
nova_craft:cracked_grimstone_tiles, 裂纹阴沉石瓦
nova_craft:polished_grimstone, Polished Grimstone
nova_craft:chiseled_grimstone, 雕纹阴沉石砖
nova_craft:grimstone_diamond, 阴沉钻石矿
nova_craft:grimstone_emerald, 阴沉绿宝石矿
nova_craft:grimstone_gold, 阴沉金矿
nova_craft:grimstone_iron, 阴沉铁矿
nova_craft:grimstone_lapis, 阴沉青金石矿
nova_craft:grimstone_redstone, 阴沉红石矿
nova_craft:lit_grimstone_redstone, 激活的虚无红石矿
nova_craft:nullstone, 虚无石
nova_craft:cobbled_nullstone, 虚无圆石
nova_craft:nullstone_bricks, 虚无石砖
nova_craft:cracked_nullstone_bricks, 裂纹虚无石砖
nova_craft:nullstone_tiles, 虚无石瓦
nova_craft:cracked_nullstone_tiles, 裂纹虚无石瓦
nova_craft:polished_nullstone, Polished Nullstone
nova_craft:reinforced_nullstone, Reinforced Nullstone
nova_craft:activated_reinforced_nullstone, Activated Reinforced Nullstone
nova_craft:unknown_portal_activator, Unknown Portal Activator
nova_craft:activated_unknown_portal_activator, Activated Unknown Portal Activator
nova_craft:cracked_nullstone_deactivator, Cracked Nullstone Deactivator
nova_craft:nullstone_deactivator, Nullstone Deactivator
nova_craft:chiseled_nullstone, 雕纹虚无砖
nova_craft:nullstone_diamond, 虚无钻石矿
nova_craft:nullstone_emerald, 虚无绿宝石矿
nova_craft:nullstone_gold, 虚无金矿
nova_craft:nullstone_iron, 虚无铁矿
nova_craft:nullstone_lapis, 虚无青金石矿
nova_craft:nullstone_redstone, 虚无红石矿
nova_craft:lit_nullstone_redstone, 激活的虚无红石矿
nova_craft:etherstone, 拟太石
nova_craft:cobbled_etherstone, 拟太圆石
nova_craft:etherstone_bricks, 拟太石砖
nova_craft:cracked_etherstone_bricks, 裂纹拟太石砖
nova_craft:etherstone_tiles, 拟太石瓦
nova_craft:cracked_etherstone_tiles, 裂纹拟太石瓦
